Month,Trade Date,Close
Okt 2025,10.10.2024,39.074
Okt 2024,11.10.2024,38.359
Nov 2024,11.10.2024,40.609
Dez 2024,11.10.2024,41.02
Jan 2025,11.10.2024,41.415
Feb 2025,11.10.2024,41.564
Mar 2025,11.10.2024,41.237
Apr 2025,11.10.2024,40.314
Mai 2025,11.10.2024,39.964
Jun 2025,11.10.2024,39.371
Jul 2025,11.10.2024,39.202
Aug 2025,11.10.2024,39.283
Sep 2025,11.10.2024,39.926
Okt 2025,11.10.2024,38.67
Okt 2024,14.10.2024,38.359
Nov 2024,14.10.2024,41.358
Dez 2024,14.10.2024,41.786
Jan 2025,14.10.2024,42.245
Feb 2025,14.10.2024,42.428
Mar 2025,14.10.2024,42.12
Apr 2025,14.10.2024,40.987
Mai 2025,14.10.2024,40.403
Jun 2025,14.10.2024,39.816
Jul 2025,14.10.2024,39.737
Aug 2025,14.10.2024,39.819
Sep 2025,14.10.2024,40.467
Okt 2025,14.10.2024,39.332
Okt 2024,15.10.2024,38.359
Nov 2024,15.10.2024,40.681
Dez 2024,15.10.2024,41.101
Jan 2025,15.10.2024,41.441
Feb 2025,15.10.2024,41.708
Mar 2025,15.10.2024,41.283
Apr 2025,15.10.2024,40.439
Mai 2025,15.10.2024,39.951
Jun 2025,15.10.2024,39.531
Jul 2025,15.10.2024,39.157
Aug 2025,15.10.2024,39.238
Sep 2025,15.10.2024,39.883
Okt 2025,15.10.2024,38.583
Okt 2024,16.10.2024,38.359
Nov 2024,16.10.2024,40.124
Dez 2024,16.10.2024,40.575
Jan 2025,16.10.2024,40.923
Feb 2025,16.10.2024,41.108
Mar 2025,16.10.2024,40.891
Apr 2025,16.10.2024,39.853
Mai 2025,16.10.2024,39.289
Jun 2025,16.10.2024,39.113
Jul 2025,16.10.2024,39.207
Aug 2025,16.10.2024,38.782
Sep 2025,16.10.2024,39.423
Okt 2025,16.10.2024,38.27
Okt 2024,17.10.2024,38.359
Nov 2024,17.10.2024,40.46
Dez 2024,17.10.2024,40.85
Jan 2025,17.10.2024,41.305
Feb 2025,17.10.2024,41.434
Mar 2025,17.10.2024,41.109
Apr 2025,17.10.2024,39.917
Mai 2025,17.10.2024,39.471
Jun 2025,17.10.2024,39.14
Jul 2025,17.10.2024,38.884
Aug 2025,17.10.2024,38.964
Sep 2025,17.10.2024,39.605
Okt 2025,17.10.2024,38.247
Okt 2024,18.10.2024,38.359
Nov 2024,18.10.2024,39.97
Dez 2024,18.10.2024,40.354
Jan 2025,18.10.2024,40.678
Feb 2025,18.10.2024,40.888
Mar 2025,18.10.2024,40.634
Apr 2025,18.10.2024,39.538
Mai 2025,18.10.2024,39.039
Jun 2025,18.10.2024,38.705
Jul 2025,18.10.2024,38.402
Aug 2025,18.10.2024,38.482
Sep 2025,18.10.2024,39.12
Okt 2025,18.10.2024,37.931
Okt 2024,21.10.2024,38.359
Nov 2024,21.10.2024,40.727
Dez 2024,21.10.2024,41.137
Jan 2025,21.10.2024,41.419
Feb 2025,21.10.2024,41.722
Mar 2025,21.10.2024,41.322
Apr 2025,21.10.2024,40.378
Mai 2025,21.10.2024,39.742
Jun 2025,21.10.2024,39.41
Jul 2025,21.10.2024,39.146
Aug 2025,21.10.2024,39.228
Sep 2025,21.10.2024,39.871
Okt 2025,21.10.2024,38.583
Okt 2024,22.10.2024,38.359
Nov 2024,22.10.2024,41.419
Dez 2024,22.10.2024,41.755
Jan 2025,22.10.2024,42.22
Feb 2025,22.10.2024,42.297
Mar 2025,22.10.2024,41.933
Apr 2025,22.10.2024,41.037
Mai 2025,22.10.2024,40.533
Jun 2025,22.10.2024,40.211
Jul 2025,22.10.2024,39.657
Aug 2025,22.10.2024,39.739
Sep 2025,22.10.2024,40.388
Okt 2025,22.10.2024,39.009
Okt 2024,23.10.2024,38.359
Nov 2024,23.10.2024,42.056
Dez 2024,23.10.2024,42.439
Jan 2025,23.10.2024,42.778
Feb 2025,23.10.2024,42.846
Mar 2025,23.10.2024,42.547
Apr 2025,23.10.2024,41.596
Mai 2025,23.10.2024,40.851
Jun 2025,23.10.2024,40.533
Jul 2025,23.10.2024,40.381
Aug 2025,23.10.2024,40.465
Sep 2025,23.10.2024,41.119
Okt 2025,23.10.2024,39.496
Okt 2024,24.10.2024,38.359
Nov 2024,24.10.2024,42.836
Dez 2024,24.10.2024,43.067
Jan 2025,24.10.2024,43.399
Feb 2025,24.10.2024,43.65
Mar 2025,24.10.2024,43.204
Apr 2025,24.10.2024,42.107
Mai 2025,24.10.2024,41.657
Jun 2025,24.10.2024,41.287
Jul 2025,24.10.2024,40.896
Aug 2025,24.10.2024,40.98
Sep 2025,24.10.2024,41.64
Okt 2025,24.10.2024,40.097
Okt 2024,25.10.2024,38.359
Nov 2024,25.10.2024,44.045
Dez 2024,25.10.2024,44.357
Jan 2025,25.10.2024,44.644
Feb 2025,25.10.2024,44.697
Mar 2025,25.10.2024,44.282
Apr 2025,25.10.2024,43.086
Mai 2025,25.10.2024,42.486
Jun 2025,25.10.2024,42.11
Jul 2025,25.10.2024,41.854
Aug 2025,25.10.2024,41.766
Sep 2025,25.10.2024,42.433
Okt 2025,25.10.2024,40.962
Okt 2024,28.10.2024,38.359
Nov 2024,28.10.2024,43.191
Dez 2024,28.10.2024,43.594
Jan 2025,28.10.2024,43.938
Feb 2025,28.10.2024,44.084
Mar 2025,28.10.2024,43.497
Apr 2025,28.10.2024,42.549
Mai 2025,28.10.2024,41.947
Jun 2025,28.10.2024,41.594
Jul 2025,28.10.2024,41.417
Aug 2025,28.10.2024,41.502
Sep 2025,28.10.2024,42.163
Okt 2025,28.10.2024,40.942
Okt 2024,29.10.2024,38.359
Nov 2024,29.10.2024,43.557
Dez 2024,29.10.2024,43.854
Jan 2025,29.10.2024,44.14
Feb 2025,29.10.2024,44.451
Mar 2025,29.10.2024,43.769
Apr 2025,29.10.2024,43.029
Mai 2025,29.10.2024,42.212
Jun 2025,29.10.2024,41.916
Jul 2025,29.10.2024,41.562
Aug 2025,29.10.2024,41.648
Sep 2025,29.10.2024,42.313
Okt 2025,29.10.2024,39.836
Nov 2024,30.10.2024,41.754
Dez 2024,30.10.2024,42.244
Jan 2025,30.10.2024,42.565
Feb 2025,30.10.2024,42.727
Mar 2025,30.10.2024,42.178
Apr 2025,30.10.2024,41.737
Mai 2025,30.10.2024,40.79
Jun 2025,30.10.2024,40.486
Jul 2025,30.10.2024,40.426
Aug 2025,30.10.2024,40.254
Sep 2025,30.10.2024,40.908
Okt 2025,30.10.2024,38.787
Nov 2024,31.10.2024,41.754
Dez 2024,31.10.2024,41.242
Jan 2025,31.10.2024,41.721
Feb 2025,31.10.2024,41.978
Mar 2025,31.10.2024,41.7
Apr 2025,31.10.2024,41.073
Mai 2025,31.10.2024,40.351
Jun 2025,31.10.2024,40.068
Jul 2025,31.10.2024,40.073
Aug 2025,31.10.2024,39.887
Sep 2025,31.10.2024,40.536
Okt 2025,31.10.2024,38.498
Nov 2025,31.10.2024,
Nov 2024,01.11.2024,41.754
Dez 2024,01.11.2024,39.856
Jan 2025,01.11.2024,40.316
Feb 2025,01.11.2024,40.494
Mar 2025,01.11.2024,40.062
Apr 2025,01.11.2024,39.78
Mai 2025,01.11.2024,38.7
Jun 2025,01.11.2024,38.415
Jul 2025,01.11.2024,38.671
Aug 2025,01.11.2024,38.499
Sep 2025,01.11.2024,39.136
Okt 2025,01.11.2024,37.232
Nov 2025,01.11.2024,
Nov 2024,04.11.2024,41.754
Dez 2024,04.11.2024,40.986
Jan 2025,04.11.2024,41.371
Feb 2025,04.11.2024,41.778
Mar 2025,04.11.2024,41
Apr 2025,04.11.2024,40.67
Mai 2025,04.11.2024,40.025
Jun 2025,04.11.2024,39.428
Jul 2025,04.11.2024,39.747
Aug 2025,04.11.2024,39.594
Sep 2025,04.11.2024,40.24
Okt 2025,04.11.2024,37.794
Nov 2025,04.11.2024,
Nov 2024,05.11.2024,41.754
Dez 2024,05.11.2024,41.153
Jan 2025,05.11.2024,41.627
Feb 2025,05.11.2024,41.797
Mar 2025,05.11.2024,41.418
Apr 2025,05.11.2024,40.841
Mai 2025,05.11.2024,40.162
Jun 2025,05.11.2024,39.717
Jul 2025,05.11.2024,39.898
Aug 2025,05.11.2024,39.543
Sep 2025,05.11.2024,40.285
Okt 2025,05.11.2024,37.891
Nov 2025,05.11.2024,
Nov 2024,06.11.2024,41.754
Dez 2024,06.11.2024,40.994
Jan 2025,06.11.2024,41.519
Feb 2025,06.11.2024,41.56
Mar 2025,06.11.2024,41.213
Apr 2025,06.11.2024,40.75
Mai 2025,06.11.2024,39.858
Jun 2025,06.11.2024,39.785
Jul 2025,06.11.2024,39.507
Aug 2025,06.11.2024,39.369
Sep 2025,06.11.2024,40.015
Okt 2025,06.11.2024,38.557
Nov 2025,06.11.2024,
Nov 2024,07.11.2024,41.754
Dez 2024,07.11.2024,41.914
Jan 2025,07.11.2024,42.36
Feb 2025,07.11.2024,42.387
Mar 2025,07.11.2024,42.124
Apr 2025,07.11.2024,41.667
Mai 2025,07.11.2024,40.961
Jun 2025,07.11.2024,40.68
Jul 2025,07.11.2024,40.679
Aug 2025,07.11.2024,40.373
Sep 2025,07.11.2024,41.028
Okt 2025,07.11.2024,38.291
Nov 2025,07.11.2024,
Nov 2024,08.11.2024,41.754
Dez 2024,08.11.2024,43.148
Jan 2025,08.11.2024,43.422
Feb 2025,08.11.2024,43.437
Mar 2025,08.11.2024,43.094
Apr 2025,08.11.2024,42.119
Mai 2025,08.11.2024,41.39
Jun 2025,08.11.2024,41.212
Jul 2025,08.11.2024,41.799
Aug 2025,08.11.2024,40.97
Sep 2025,08.11.2024,41.632
Okt 2025,08.11.2024,38.223
Nov 2025,08.11.2024,
Nov 2024,11.11.2024,41.754
Dez 2024,11.11.2024,44.362
Jan 2025,11.11.2024,44.729
Feb 2025,11.11.2024,44.767
Mar 2025,11.11.2024,44.351
Apr 2025,11.11.2024,44.139
Mai 2025,11.11.2024,43.433
Jun 2025,11.11.2024,42.796
Jul 2025,11.11.2024,43.098
Aug 2025,11.11.2024,42.554
Sep 2025,11.11.2024,43.229
Okt 2025,11.11.2024,38.822
Nov 2025,11.11.2024,
Nov 2024,12.11.2024,41.754
Dez 2024,12.11.2024,44.923
Jan 2025,12.11.2024,45.308
Feb 2025,12.11.2024,45.221
Mar 2025,12.11.2024,45.039
Apr 2025,12.11.2024,44.29
Mai 2025,12.11.2024,43.655
Jun 2025,12.11.2024,43.378
Jul 2025,12.11.2024,43.15
Aug 2025,12.11.2024,42.835
Sep 2025,12.11.2024,43.513
Okt 2025,12.11.2024,41.15
Nov 2025,12.11.2024,
Nov 2024,13.11.2024,41.754
Dez 2024,13.11.2024,44.374
Jan 2025,13.11.2024,44.792
Feb 2025,13.11.2024,44.839
Mar 2025,13.11.2024,44.561
Apr 2025,13.11.2024,43.934
Mai 2025,13.11.2024,43.237
Jun 2025,13.11.2024,42.722
Jul 2025,13.11.2024,42.593
Aug 2025,13.11.2024,42.289
Sep 2025,13.11.2024,42.962
Okt 2025,13.11.2024,39.169
Nov 2025,13.11.2024,
Nov 2024,14.11.2024,41.754
Dez 2024,14.11.2024,46.996
Jan 2025,14.11.2024,47.338
Feb 2025,14.11.2024,47.272
Mar 2025,14.11.2024,46.99
Apr 2025,14.11.2024,46.127
Mai 2025,14.11.2024,45.458
Jun 2025,14.11.2024,44.799
Jul 2025,14.11.2024,44.585
Aug 2025,14.11.2024,44.248
Sep 2025,14.11.2024,44.937
Okt 2025,14.11.2024,40.512
Nov 2025,14.11.2024,
Nov 2024,15.11.2024,41.754
Dez 2024,15.11.2024,47.396
Jan 2025,15.11.2024,47.24
Feb 2025,15.11.2024,47.4
Mar 2025,15.11.2024,47.299
Apr 2025,15.11.2024,46.508
Mai 2025,15.11.2024,45.763
Jun 2025,15.11.2024,45.22
Jul 2025,15.11.2024,45.252
Aug 2025,15.11.2024,44.858
Sep 2025,15.11.2024,45.552
Okt 2025,15.11.2024,40.662
Nov 2025,15.11.2024,
Nov 2024,18.11.2024,41.754
Dez 2024,18.11.2024,47.618
Jan 2025,18.11.2024,48.018
Feb 2025,18.11.2024,47.954
Mar 2025,18.11.2024,47.68
Apr 2025,18.11.2024,47.03
Mai 2025,18.11.2024,46.16
Jun 2025,18.11.2024,45.791
Jul 2025,18.11.2024,45.603
Aug 2025,18.11.2024,45.449
Sep 2025,18.11.2024,46.09
Okt 2025,18.11.2024,41.009
Nov 2025,18.11.2024,
Nov 2024,19.11.2024,41.754
Dez 2024,19.11.2024,46.398
Jan 2025,19.11.2024,46.856
Feb 2025,19.11.2024,46.832
Mar 2025,19.11.2024,46.553
Apr 2025,19.11.2024,45.923
Mai 2025,19.11.2024,45.333
Jun 2025,19.11.2024,44.73
Jul 2025,19.11.2024,45.15
Aug 2025,19.11.2024,44.186
Sep 2025,19.11.2024,44.61
Okt 2025,19.11.2024,42.085
Nov 2025,19.11.2024,
Nov 2024,20.11.2024,41.754
Dez 2024,20.11.2024,47.534
Jan 2025,20.11.2024,47.98
Feb 2025,20.11.2024,47.959
Mar 2025,20.11.2024,47.601
Apr 2025,20.11.2024,47.051
Mai 2025,20.11.2024,46.181
Jun 2025,20.11.2024,45.647
Jul 2025,20.11.2024,44.962
Aug 2025,20.11.2024,45.33
Sep 2025,20.11.2024,45.605
Okt 2025,20.11.2024,42.815
Nov 2025,20.11.2024,
Nov 2024,21.11.2024,41.754
Dez 2024,21.11.2024,49.071
Jan 2025,21.11.2024,49.563
Feb 2025,21.11.2024,49.534
Mar 2025,21.11.2024,49.217
Apr 2025,21.11.2024,48.635
Mai 2025,21.11.2024,47.908
Jun 2025,21.11.2024,47.351
Jul 2025,21.11.2024,46.406
Aug 2025,21.11.2024,46.912
Sep 2025,21.11.2024,47.133
Okt 2025,21.11.2024,42.214
Nov 2025,21.11.2024,
Nov 2024,22.11.2024,41.754
Dez 2024,22.11.2024,47.724
Jan 2025,22.11.2024,48.347
Feb 2025,22.11.2024,48.367
Mar 2025,22.11.2024,48.158
Apr 2025,22.11.2024,47.578
Mai 2025,22.11.2024,46.65
Jun 2025,22.11.2024,46.102
Jul 2025,22.11.2024,45.238
Aug 2025,22.11.2024,46.297
Sep 2025,22.11.2024,45.383
Okt 2025,22.11.2024,41.374
Nov 2025,22.11.2024,
Nov 2024,25.11.2024,41.754
Dez 2024,25.11.2024,48.728
Jan 2025,25.11.2024,49.053
Feb 2025,25.11.2024,49.091
Mar 2025,25.11.2024,48.845
Apr 2025,25.11.2024,48.291
Mai 2025,25.11.2024,47.328
Jun 2025,25.11.2024,46.954
Jul 2025,25.11.2024,45.804
Aug 2025,25.11.2024,47.231
Sep 2025,25.11.2024,45.23
Okt 2025,25.11.2024,42.112
Nov 2025,25.11.2024,
Nov 2024,26.11.2024,41.754
Dez 2024,26.11.2024,47.999
Jan 2025,26.11.2024,48.831
Feb 2025,26.11.2024,48.853
Mar 2025,26.11.2024,48.111
Apr 2025,26.11.2024,48.016
Mai 2025,26.11.2024,47.041
Jun 2025,26.11.2024,46.744
Jul 2025,26.11.2024,46.096
Aug 2025,26.11.2024,45.719
Sep 2025,26.11.2024,46.166
Okt 2025,26.11.2024,43.656
Nov 2025,26.11.2024,
Nov 2024,27.11.2024,41.754
Dez 2024,27.11.2024,47.689
Jan 2025,27.11.2024,48.13
Feb 2025,27.11.2024,48.21
Mar 2025,27.11.2024,47.968
Apr 2025,27.11.2024,47.522
Mai 2025,27.11.2024,46.711
Jun 2025,27.11.2024,46.155
Jul 2025,27.11.2024,45.597
Aug 2025,27.11.2024,45.623
Sep 2025,27.11.2024,45.939
Okt 2025,27.11.2024,43.626
Nov 2025,27.11.2024,
Nov 2024,28.11.2024,41.754
Dez 2024,28.11.2024,47.187
Jan 2025,28.11.2024,47.737
Feb 2025,28.11.2024,47.578
Mar 2025,28.11.2024,47.216
Apr 2025,28.11.2024,47.034
Mai 2025,28.11.2024,46.144
Jun 2025,28.11.2024,45.654
Jul 2025,28.11.2024,45.026
Aug 2025,28.11.2024,45.126
Sep 2025,28.11.2024,45.609
Okt 2025,28.11.2024,43.366
Nov 2025,28.11.2024,
Dez 2024,29.11.2024,47.187
Jan 2025,29.11.2024,48.521
Feb 2025,29.11.2024,48.756
Mar 2025,29.11.2024,48.072
Apr 2025,29.11.2024,47.973
Mai 2025,29.11.2024,46.995
Jun 2025,29.11.2024,46.788
Jul 2025,29.11.2024,46.407
Aug 2025,29.11.2024,46.436
Sep 2025,29.11.2024,45.825
Okt 2025,29.11.2024,44.445
Nov 2025,29.11.2024,
Dez 2025,29.11.2024,
Dez 2024,02.12.2024,47.187
Jan 2025,02.12.2024,49.505
Feb 2025,02.12.2024,49.518
Mar 2025,02.12.2024,49.302
Apr 2025,02.12.2024,49.04
Mai 2025,02.12.2024,48.211
Jun 2025,02.12.2024,47.67
Jul 2025,02.12.2024,47.416
Aug 2025,02.12.2024,47.509
Sep 2025,02.12.2024,47.557
Okt 2025,02.12.2024,45.676
Nov 2025,02.12.2024,
Dez 2025,02.12.2024,
Dez 2024,03.12.2024,47.187
Jan 2025,03.12.2024,49.475
Feb 2025,03.12.2024,49.372
Mar 2025,03.12.2024,48.961
Apr 2025,03.12.2024,48.54
Mai 2025,03.12.2024,47.522
Jun 2025,03.12.2024,47.098
Jul 2025,03.12.2024,46.83
Aug 2025,03.12.2024,46.573
Sep 2025,03.12.2024,46.589
Okt 2025,03.12.2024,45.138
Nov 2025,03.12.2024,
Dez 2025,03.12.2024,
Dez 2024,04.12.2024,47.187
Jan 2025,04.12.2024,47.954
Feb 2025,04.12.2024,47.88
Mar 2025,04.12.2024,47.544
Apr 2025,04.12.2024,47.207
Mai 2025,04.12.2024,46.22
Jun 2025,04.12.2024,46.043
Jul 2025,04.12.2024,45.645
Aug 2025,04.12.2024,45.232
Sep 2025,04.12.2024,45.508
Okt 2025,04.12.2024,44.668
Nov 2025,04.12.2024,
Dez 2025,04.12.2024,
Dez 2024,05.12.2024,47.187
Jan 2025,05.12.2024,47.427
Feb 2025,05.12.2024,47.493
Mar 2025,05.12.2024,47.289
Apr 2025,05.12.2024,46.731
Mai 2025,05.12.2024,45.925
Jun 2025,05.12.2024,45.625
Jul 2025,05.12.2024,45.039
Aug 2025,05.12.2024,45.076
Sep 2025,05.12.2024,45.566
Okt 2025,05.12.2024,44.116
Nov 2025,05.12.2024,
Dez 2025,05.12.2024,44.05
Dez 2024,06.12.2024,47.187
Jan 2025,06.12.2024,47.314
Feb 2025,06.12.2024,47.342
Mar 2025,06.12.2024,47.133
Apr 2025,06.12.2024,46.784
Mai 2025,06.12.2024,45.736
Jun 2025,06.12.2024,45.547
Jul 2025,06.12.2024,45.104
Aug 2025,06.12.2024,44.78
Sep 2025,06.12.2024,44.903
Okt 2025,06.12.2024,43.691
Nov 2025,06.12.2024,
Dez 2025,06.12.2024,43.654
Dez 2024,09.12.2024,47.187
Jan 2025,09.12.2024,45.692
Feb 2025,09.12.2024,45.745
Mar 2025,09.12.2024,45.58
Apr 2025,09.12.2024,45.28
Mai 2025,09.12.2024,44.381
Jun 2025,09.12.2024,44.221
Jul 2025,09.12.2024,43.892
Aug 2025,09.12.2024,43.73
Sep 2025,09.12.2024,43.672
Okt 2025,09.12.2024,42.869
Nov 2025,09.12.2024,
Dez 2025,09.12.2024,42.977
Dez 2024,10.12.2024,47.187
Jan 2025,10.12.2024,46.34
Feb 2025,10.12.2024,46.345
Mar 2025,10.12.2024,46.289
Apr 2025,10.12.2024,45.934
Mai 2025,10.12.2024,45.057
Jun 2025,10.12.2024,44.776
Jul 2025,10.12.2024,44.598
Aug 2025,10.12.2024,44.403
Sep 2025,10.12.2024,44.339
Okt 2025,10.12.2024,43.466
Nov 2025,10.12.2024,43.755
Dez 2025,10.12.2024,43.24
Dez 2024,11.12.2024,47.187
Jan 2025,11.12.2024,45.445
Feb 2025,11.12.2024,45.661
Mar 2025,11.12.2024,45.441
Apr 2025,11.12.2024,45.255
Mai 2025,11.12.2024,44.518
Jun 2025,11.12.2024,44.138
Jul 2025,11.12.2024,44.109
Aug 2025,11.12.2024,44.012
Sep 2025,11.12.2024,44.218
Okt 2025,11.12.2024,42.294
Nov 2025,11.12.2024,43.497
Dez 2025,11.12.2024,43.879
Dez 2024,12.12.2024,47.187
Jan 2025,12.12.2024,43.667
Feb 2025,12.12.2024,43.91
Mar 2025,12.12.2024,43.8
Apr 2025,12.12.2024,43.695
Mai 2025,12.12.2024,43.08
Jun 2025,12.12.2024,42.961
Jul 2025,12.12.2024,42.666
Aug 2025,12.12.2024,42.341
Sep 2025,12.12.2024,43.036
Okt 2025,12.12.2024,40.751
Nov 2025,12.12.2024,42.414
Dez 2025,12.12.2024,42.724
Dez 2024,13.12.2024,47.187
Jan 2025,13.12.2024,42.106
Feb 2025,13.12.2024,41.904
Mar 2025,13.12.2024,42.222
Apr 2025,13.12.2024,42.329
Mai 2025,13.12.2024,41.627
Jun 2025,13.12.2024,41.449
Jul 2025,13.12.2024,41.064
Aug 2025,13.12.2024,40.899
Sep 2025,13.12.2024,41.408
Okt 2025,13.12.2024,38.406
Nov 2025,13.12.2024,42.018
Dez 2025,13.12.2024,42.319
Dez 2024,16.12.2024,47.187
Jan 2025,16.12.2024,41.188
Feb 2025,16.12.2024,41.439
Mar 2025,16.12.2024,41.37
Apr 2025,16.12.2024,41.399
Mai 2025,16.12.2024,40.92
Jun 2025,16.12.2024,40.796
Jul 2025,16.12.2024,40.628
Aug 2025,16.12.2024,40.4
Sep 2025,16.12.2024,40.843
Okt 2025,16.12.2024,40.141
Nov 2025,16.12.2024,40.723
Dez 2025,16.12.2024,40.318
Dez 2024,17.12.2024,47.187
Jan 2025,17.12.2024,42.983
Feb 2025,17.12.2024,43.218
Mar 2025,17.12.2024,43.169
Apr 2025,17.12.2024,43.013
Mai 2025,17.12.2024,42.782
Jun 2025,17.12.2024,42.622
Jul 2025,17.12.2024,42.506
Aug 2025,17.12.2024,42.302
Sep 2025,17.12.2024,42.956
Okt 2025,17.12.2024,41.002
Nov 2025,17.12.2024,42.12
Dez 2025,17.12.2024,43.117
Dez 2024,18.12.2024,47.187
Jan 2025,18.12.2024,42.049
Feb 2025,18.12.2024,42.289
Mar 2025,18.12.2024,42.297
Apr 2025,18.12.2024,42.284
Mai 2025,18.12.2024,42.036
Jun 2025,18.12.2024,42.016
Jul 2025,18.12.2024,41.755
Aug 2025,18.12.2024,41.533
Sep 2025,18.12.2024,42.493
Okt 2025,18.12.2024,41.242
Nov 2025,18.12.2024,41.503
Dez 2025,18.12.2024,41.809
Dez 2024,19.12.2024,47.187
Jan 2025,19.12.2024,44.495
Feb 2025,19.12.2024,44.263
Mar 2025,19.12.2024,44.324
Apr 2025,19.12.2024,44.066
Mai 2025,19.12.2024,43.815
Jun 2025,19.12.2024,43.746
Jul 2025,19.12.2024,43.691
Aug 2025,19.12.2024,43.383
Sep 2025,19.12.2024,43.834
Okt 2025,19.12.2024,42.318
Nov 2025,19.12.2024,43.321
Dez 2025,19.12.2024,43.46
Dez 2024,20.12.2024,47.187
Jan 2025,20.12.2024,45.235
Feb 2025,20.12.2024,45.715
Mar 2025,20.12.2024,45.394
Apr 2025,20.12.2024,45.101
Mai 2025,20.12.2024,44.969
Jun 2025,20.12.2024,44.692
Jul 2025,20.12.2024,44.572
Aug 2025,20.12.2024,44.116
Sep 2025,20.12.2024,44.817
Okt 2025,20.12.2024,41.029
Nov 2025,20.12.2024,44.783
Dez 2025,20.12.2024,45.117
Jan 2025,23.12.2024,46.533
Feb 2025,23.12.2024,46.781
Mar 2025,23.12.2024,46.599
Apr 2025,23.12.2024,46.595
Mai 2025,23.12.2024,46.228
Jun 2025,23.12.2024,46.178
Jul 2025,23.12.2024,45.975
Aug 2025,23.12.2024,45.81
Sep 2025,23.12.2024,45.922
Okt 2025,23.12.2024,44.385
Nov 2025,23.12.2024,44.888
Dez 2025,23.12.2024,44.607
Dez 2024,24.12.2024,47.187
Jan 2025,24.12.2024,47.292
Feb 2025,24.12.2024,47.54
Mar 2025,24.12.2024,47.189
Apr 2025,24.12.2024,47.057
Mai 2025,24.12.2024,46.753
Jun 2025,24.12.2024,46.661
Jul 2025,24.12.2024,46.537
Aug 2025,24.12.2024,46.35
Sep 2025,24.12.2024,46.51
Okt 2025,24.12.2024,45.104
Nov 2025,24.12.2024,45.297
Dez 2025,24.12.2024,44.759
Dez 2024,25.12.2024,
Dez 2024,26.12.2024,
Dez 2024,27.12.2024,47.187
Jan 2025,27.12.2024,48.8
Feb 2025,27.12.2024,49.003
Mar 2025,27.12.2024,48.803
Apr 2025,27.12.2024,48.487
Mai 2025,27.12.2024,48.301
Jun 2025,27.12.2024,48.014
Jul 2025,27.12.2024,48.139
Aug 2025,27.12.2024,48.004
Sep 2025,27.12.2024,48.168
Okt 2025,27.12.2024,46.55
Nov 2025,27.12.2024,46.584
Dez 2025,27.12.2024,45.809
Jan 2025,30.12.2024,48.506
Feb 2025,30.12.2024,48.763
Mar 2025,30.12.2024,48.158
Apr 2025,30.12.2024,48.526
Mai 2025,30.12.2024,48.348
Jun 2025,30.12.2024,48.116
Jul 2025,30.12.2024,47.896
Aug 2025,30.12.2024,47.779
Sep 2025,30.12.2024,48.038
Okt 2025,30.12.2024,46.405
Nov 2025,30.12.2024,46.452
Dez 2025,30.12.2024,46.079
Jan 2025,31.12.2024,48.506
Feb 2025,31.12.2024,50.033
Mar 2025,31.12.2024,49.891
Apr 2025,31.12.2024,49.778
Mai 2025,31.12.2024,49.315
Jun 2025,31.12.2024,49.206
Jul 2025,31.12.2024,49.097
Aug 2025,31.12.2024,48.967
Sep 2025,31.12.2024,49.035
Okt 2025,31.12.2024,47.697
Nov 2025,31.12.2024,47.6
Dez 2025,31.12.2024,46.997
Jan 2026,31.12.2024,
Jan 2025,02.01.2025,48.506
Feb 2025,02.01.2025,51.394
Mar 2025,02.01.2025,50.946
Apr 2025,02.01.2025,50.99
Mai 2025,02.01.2025,50.528
Jun 2025,02.01.2025,50.186
Jul 2025,02.01.2025,50.183
Aug 2025,02.01.2025,50.033
Sep 2025,02.01.2025,50.198
Okt 2025,02.01.2025,48.687
Nov 2025,02.01.2025,48.675
Dez 2025,02.01.2025,48.154
Jan 2026,02.01.2025,
Jan 2025,03.01.2025,48.506
Feb 2025,03.01.2025,50.433
Mar 2025,03.01.2025,50.469
Apr 2025,03.01.2025,50.177
Mai 2025,03.01.2025,49.862
Jun 2025,03.01.2025,49.641
Jul 2025,03.01.2025,49.701
Aug 2025,03.01.2025,49.545
Sep 2025,03.01.2025,49.679
Okt 2025,03.01.2025,48.467
Nov 2025,03.01.2025,48.545
Dez 2025,03.01.2025,47.897
Jan 2026,03.01.2025,
Jan 2025,06.01.2025,48.506
Feb 2025,06.01.2025,48.255
Mar 2025,06.01.2025,48.266
Apr 2025,06.01.2025,48.294
Mai 2025,06.01.2025,47.884
Jun 2025,06.01.2025,47.843
Jul 2025,06.01.2025,47.792
Aug 2025,06.01.2025,47.551
Sep 2025,06.01.2025,47.974
Okt 2025,06.01.2025,45.539
Nov 2025,06.01.2025,46.432
Dez 2025,06.01.2025,48.483
Jan 2026,06.01.2025,
Jan 2025,07.01.2025,48.506
Feb 2025,07.01.2025,48.672
Mar 2025,07.01.2025,48.488
Apr 2025,07.01.2025,48.497
Mai 2025,07.01.2025,48.325
Jun 2025,07.01.2025,48.066
Jul 2025,07.01.2025,48.325
Aug 2025,07.01.2025,48.088
Sep 2025,07.01.2025,48.407
Okt 2025,07.01.2025,47.223
Nov 2025,07.01.2025,47.254
Dez 2025,07.01.2025,46.922
Jan 2026,07.01.2025,
Jan 2025,08.01.2025,48.506
Feb 2025,08.01.2025,46.478
Mar 2025,08.01.2025,46.495
