Month,Trade Date,Close
Nov 2024,24.04.2024,34.531
Dez 2024,24.04.2024,35.605
Jan 2025,24.04.2024,35.776
Feb 2025,24.04.2024,35.637
Mar 2025,24.04.2024,35.822
Apr 2025,24.04.2024,33.785
Apr 2024,25.04.2024,27.84
Mai 2024,25.04.2024,29.851
Jun 2024,25.04.2024,29.893
Jul 2024,25.04.2024,29.992
Aug 2024,25.04.2024,30.301
Sep 2024,25.04.2024,30.924
Okt 2024,25.04.2024,32.186
Nov 2024,25.04.2024,35.2
Dez 2024,25.04.2024,36.307
Jan 2025,25.04.2024,36.538
Feb 2025,25.04.2024,36.488
Mar 2025,25.04.2024,36.097
Apr 2025,25.04.2024,34.442
Apr 2024,26.04.2024,27.84
Mai 2024,26.04.2024,28.965
Jun 2024,26.04.2024,29.016
Jul 2024,26.04.2024,29.142
Aug 2024,26.04.2024,29.465
Sep 2024,26.04.2024,30.175
Okt 2024,26.04.2024,31.569
Nov 2024,26.04.2024,34.611
Dez 2024,26.04.2024,35.296
Jan 2025,26.04.2024,35.993
Feb 2025,26.04.2024,35.828
Mar 2025,26.04.2024,35.442
Apr 2025,26.04.2024,34.049
Mai 2024,29.04.2024,28.04
Jun 2024,29.04.2024,28.117
Jul 2024,29.04.2024,28.291
Aug 2024,29.04.2024,28.497
Sep 2024,29.04.2024,29.267
Okt 2024,29.04.2024,30.502
Nov 2024,29.04.2024,33.568
Dez 2024,29.04.2024,34.45
Jan 2025,29.04.2024,34.935
Feb 2025,29.04.2024,35.013
Mar 2025,29.04.2024,34.44
Apr 2025,29.04.2024,33.255
Mai 2024,30.04.2024,28.04
Jun 2024,30.04.2024,29.122
Jul 2024,30.04.2024,29.265
Aug 2024,30.04.2024,29.596
Sep 2024,30.04.2024,30.343
Okt 2024,30.04.2024,31.499
Nov 2024,30.04.2024,34.938
Dez 2024,30.04.2024,35.52
Jan 2025,30.04.2024,36.13
Feb 2025,30.04.2024,36.028
Mar 2025,30.04.2024,35.54
Apr 2025,30.04.2024,34.484
Mai 2025,30.04.2024,
Mai 2024,02.05.2024,28.04
Jun 2024,02.05.2024,30.989
Jul 2024,02.05.2024,31.034
Aug 2024,02.05.2024,31.315
Sep 2024,02.05.2024,31.998
Okt 2024,02.05.2024,33.073
Nov 2024,02.05.2024,36.524
Dez 2024,02.05.2024,37.257
Jan 2025,02.05.2024,37.663
Feb 2025,02.05.2024,37.66
Mar 2025,02.05.2024,37.13
Apr 2025,02.05.2024,35.746
Mai 2025,02.05.2024,
Mai 2024,03.05.2024,28.04
Jun 2024,03.05.2024,30.598
Jul 2024,03.05.2024,30.711
Aug 2024,03.05.2024,31.106
Sep 2024,03.05.2024,31.797
Okt 2024,03.05.2024,32.956
Nov 2024,03.05.2024,35.874
Dez 2024,03.05.2024,36.798
Jan 2025,03.05.2024,37.341
Feb 2025,03.05.2024,37.383
Mar 2025,03.05.2024,36.849
Apr 2025,03.05.2024,35.85
Mai 2025,03.05.2024,
Mai 2024,06.05.2024,28.04
Jun 2024,06.05.2024,31.778
Jul 2024,06.05.2024,31.923
Aug 2024,06.05.2024,32.164
Sep 2024,06.05.2024,32.861
Okt 2024,06.05.2024,34.085
Nov 2024,06.05.2024,36.812
Dez 2024,06.05.2024,37.85
Jan 2025,06.05.2024,38.13
Feb 2025,06.05.2024,38.075
Mar 2025,06.05.2024,37.793
Apr 2025,06.05.2024,36.519
Mai 2025,06.05.2024,
Mai 2024,07.05.2024,28.04
Jun 2024,07.05.2024,31.011
Jul 2024,07.05.2024,31.192
Aug 2024,07.05.2024,31.501
Sep 2024,07.05.2024,32.131
Okt 2024,07.05.2024,33.323
Nov 2024,07.05.2024,36.297
Dez 2024,07.05.2024,37.428
Jan 2025,07.05.2024,37.637
Feb 2025,07.05.2024,37.848
Mar 2025,07.05.2024,37.201
Apr 2025,07.05.2024,36.319
Mai 2025,07.05.2024,
Mai 2024,08.05.2024,28.04
Jun 2024,08.05.2024,30.601
Jul 2024,08.05.2024,30.838
Aug 2024,08.05.2024,31.156
Sep 2024,08.05.2024,31.899
Okt 2024,08.05.2024,33.29
Nov 2024,08.05.2024,36.158
Dez 2024,08.05.2024,37.341
Jan 2025,08.05.2024,37.287
Feb 2025,08.05.2024,37.256
Mar 2025,08.05.2024,36.907
Apr 2025,08.05.2024,36.006
Mai 2025,08.05.2024,
Mai 2024,09.05.2024,
Jun 2024,09.05.2024,30.841
Jul 2024,09.05.2024,31.038
Aug 2024,09.05.2024,31.338
Sep 2024,09.05.2024,32.175
Okt 2024,09.05.2024,33.384
Nov 2024,09.05.2024,36.356
Dez 2024,09.05.2024,37.486
Jan 2025,09.05.2024,37.73
Feb 2025,09.05.2024,37.616
Mar 2025,09.05.2024,37.518
Apr 2025,09.05.2024,36.321
Mai 2025,09.05.2024,
Mai 2024,10.05.2024,28.04
Jun 2024,10.05.2024,29.993
Jul 2024,10.05.2024,30.199
Aug 2024,10.05.2024,30.537
Sep 2024,10.05.2024,31.363
Okt 2024,10.05.2024,32.531
Nov 2024,10.05.2024,35.578
Dez 2024,10.05.2024,36.902
Jan 2025,10.05.2024,37.229
Feb 2025,10.05.2024,37.677
Mar 2025,10.05.2024,36.267
Apr 2025,10.05.2024,35.812
Mai 2025,10.05.2024,
Mai 2024,13.05.2024,28.04
Jun 2024,13.05.2024,29.54
Jul 2024,13.05.2024,29.733
Aug 2024,13.05.2024,30.111
Sep 2024,13.05.2024,30.943
Okt 2024,13.05.2024,32.2
Nov 2024,13.05.2024,35.316
Dez 2024,13.05.2024,36.462
Jan 2025,13.05.2024,36.842
Feb 2025,13.05.2024,36.803
Mar 2025,13.05.2024,36.402
Apr 2025,13.05.2024,35.513
Mai 2025,13.05.2024,
Mai 2024,14.05.2024,28.04
Jun 2024,14.05.2024,29.713
Jul 2024,14.05.2024,29.943
Aug 2024,14.05.2024,30.324
Sep 2024,14.05.2024,31.198
Okt 2024,14.05.2024,32.638
Nov 2024,14.05.2024,35.726
Dez 2024,14.05.2024,36.586
Jan 2025,14.05.2024,37.128
Feb 2025,14.05.2024,37.409
Mar 2025,14.05.2024,36.828
Apr 2025,14.05.2024,35.985
Mai 2025,14.05.2024,
Mai 2024,15.05.2024,28.04
Jun 2024,15.05.2024,29.76
Jul 2024,15.05.2024,29.988
Aug 2024,15.05.2024,30.372
Sep 2024,15.05.2024,31.156
Okt 2024,15.05.2024,32.524
Nov 2024,15.05.2024,35.561
Dez 2024,15.05.2024,36.731
Jan 2025,15.05.2024,37.225
Feb 2025,15.05.2024,37.022
Mar 2025,15.05.2024,37.228
Apr 2025,15.05.2024,35.998
Mai 2025,15.05.2024,
Mai 2024,16.05.2024,28.04
Jun 2024,16.05.2024,30.198
Jul 2024,16.05.2024,30.476
Aug 2024,16.05.2024,30.868
Sep 2024,16.05.2024,31.654
Okt 2024,16.05.2024,33.016
Nov 2024,16.05.2024,36.047
Dez 2024,16.05.2024,37.339
Jan 2025,16.05.2024,37.804
Feb 2025,16.05.2024,37.649
Mar 2025,16.05.2024,37.447
Apr 2025,16.05.2024,36.319
Mai 2025,16.05.2024,
Mai 2024,17.05.2024,28.04
Jun 2024,17.05.2024,30.785
Jul 2024,17.05.2024,31.058
Aug 2024,17.05.2024,31.446
Sep 2024,17.05.2024,32.291
Okt 2024,17.05.2024,33.619
Nov 2024,17.05.2024,36.572
Dez 2024,17.05.2024,37.714
Jan 2025,17.05.2024,38.095
Feb 2025,17.05.2024,38.356
Mar 2025,17.05.2024,37.476
Apr 2025,17.05.2024,36.647
Mai 2025,17.05.2024,
Mai 2024,20.05.2024,28.04
Jun 2024,20.05.2024,31.864
Jul 2024,20.05.2024,32.061
Aug 2024,20.05.2024,32.438
Sep 2024,20.05.2024,33.265
Okt 2024,20.05.2024,34.503
Nov 2024,20.05.2024,37.525
Dez 2024,20.05.2024,38.536
Jan 2025,20.05.2024,39.067
Feb 2025,20.05.2024,39.42
Mar 2025,20.05.2024,38.259
Apr 2025,20.05.2024,37.253
Mai 2025,20.05.2024,
Mai 2024,21.05.2024,28.04
Jun 2024,21.05.2024,33.028
Jul 2024,21.05.2024,33.303
Aug 2024,21.05.2024,33.686
Sep 2024,21.05.2024,34.533
Okt 2024,21.05.2024,35.804
Nov 2024,21.05.2024,38.766
Dez 2024,21.05.2024,39.969
Jan 2025,21.05.2024,40.194
Feb 2025,21.05.2024,40.271
Mar 2025,21.05.2024,39.586
Apr 2025,21.05.2024,38.315
Mai 2025,21.05.2024,
Mai 2024,22.05.2024,28.04
Jun 2024,22.05.2024,34.352
Jul 2024,22.05.2024,34.655
Aug 2024,22.05.2024,35.106
Sep 2024,22.05.2024,35.911
Okt 2024,22.05.2024,37.242
Nov 2024,22.05.2024,40.309
Dez 2024,22.05.2024,41.323
Jan 2025,22.05.2024,41.864
Feb 2025,22.05.2024,41.312
Mar 2025,22.05.2024,40.74
Apr 2025,22.05.2024,39.256
Mai 2025,22.05.2024,
Mai 2024,23.05.2024,28.04
Jun 2024,23.05.2024,35.395
Jul 2024,23.05.2024,35.686
Aug 2024,23.05.2024,36.043
Sep 2024,23.05.2024,37.013
Okt 2024,23.05.2024,38.322
Nov 2024,23.05.2024,40.922
Dez 2024,23.05.2024,42.03
Jan 2025,23.05.2024,42.251
Feb 2025,23.05.2024,42.868
Mar 2025,23.05.2024,40.688
Apr 2025,23.05.2024,39.862
Mai 2025,23.05.2024,
Mai 2024,24.05.2024,28.04
Jun 2024,24.05.2024,34.103
Jul 2024,24.05.2024,34.364
Aug 2024,24.05.2024,34.712
Sep 2024,24.05.2024,35.738
Okt 2024,24.05.2024,36.902
Nov 2024,24.05.2024,39.717
Dez 2024,24.05.2024,40.787
Jan 2025,24.05.2024,41.075
Feb 2025,24.05.2024,40.847
Mar 2025,24.05.2024,40.181
Apr 2025,24.05.2024,38.793
Mai 2025,24.05.2024,
Mai 2024,27.05.2024,28.04
Jun 2024,27.05.2024,35.178
Jul 2024,27.05.2024,35.383
Aug 2024,27.05.2024,35.816
Sep 2024,27.05.2024,36.687
Okt 2024,27.05.2024,38.174
Nov 2024,27.05.2024,40.81
Dez 2024,27.05.2024,41.878
Jan 2025,27.05.2024,42.163
Feb 2025,27.05.2024,41.951
Mar 2025,27.05.2024,41.248
Apr 2025,27.05.2024,39.534
Mai 2025,27.05.2024,
